line	subcard	key1	iast	sense_tag	tag_vocabulary	class	column	page	volume	review_status	reviewer	flag
3548	gam~~h0_zz_pw00	gam	gam	anu149.1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3549	gam~~h0_zz_pw00	gam	gam	anu149.2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3550	gam~~h0_zz_pw00	gam	gam	anu149.3	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3551	gam~~h0_zz_pw00	gam	gam	anu149.4	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3552	gam~~h0_zz_pw00	gam	gam	anu149.5	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3553	gam~~h0_zz_pw00	gam	gam	anu149.6	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3554	gam~~h0_zz_pw00	gam	gam	anu149.6a	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3555	gam~~h0_zz_pw00	gam	gam	anu149.6b	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3556	gam~~h0_zz_pw00	gam	gam	anu149.6c	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3557	gam~~h0_zz_pw00	gam	gam	anu149.7	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3558	gam~~h0_zz_pw00	gam	gam	anu149.8	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3559	gam~~h0_zz_pw00	gam	gam	anu149.9	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3560	gam~~h0_zz_pw00	gam	gam	anu149Caus.header	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3561	gam~~h0_zz_pw00	gam	gam	anu149Caus.1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3562	gam~~h0_zz_pw00	gam	gam	anu149Caus.2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3563	gam~~h0_zz_pw00	gam	gam	X183.header	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3564	gam~~h0_zz_pw00	gam	gam	X183.1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3565	gam~~h0_zz_pw00	gam	gam	X183.2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3566	gam~~h0_zz_pw00	gam	gam	X183.3	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3567	gam~~h0_zz_pw00	gam	gam	antar189.header	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3568	gam~~h0_zz_pw00	gam	gam	antar189.1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3569	gam~~h0_zz_pw00	gam	gam	antar189.2header	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3570	gam~~h0_zz_pw00	gam	gam	antar189.2a	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3571	gam~~h0_zz_pw00	gam	gam	antar189.2b	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3572	gam~~h0_zz_pw00	gam	gam	antar189.2c	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3573	gam~~h0_zz_pw00	gam	gam	antar189.2d	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3574	gam~~h0_zz_pw01	gam	gam	pw_193	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3575	gam~~h0_zz_pw01	gam	gam	pw_194_1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3576	gam~~h0_zz_pw01	gam	gam	pw_195_2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3577	gam~~h0_zz_pw01	gam	gam	pw_196	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3578	gam~~h0_zz_pw01	gam	gam	pw_197	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3579	gam~~h0_zz_pw01	gam	gam	pw_198_1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3580	gam~~h0_zz_pw01	gam	gam	pw_199_2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3581	gam~~h0_zz_pw01	gam	gam	pw_200	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3582	gam~~h0_zz_pw01	gam	gam	pw_201_1	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3583	gam~~h0_zz_pw01	gam	gam	pw_202_a	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3584	gam~~h0_zz_pw01	gam	gam	pw_203_b	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3585	gam~~h0_zz_pw01	gam	gam	pw_204_2	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3586	gam~~h0_zz_pw01	gam	gam	pw_205_3	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3587	gam~~h0_zz_pw01	gam	gam	pw_206_4	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3588	gam~~h0_zz_pw01	gam	gam	pw_207_5	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3589	gam~~h0_zz_pw01	gam	gam	pw_208_6	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
3590	gam~~h0_zz_pw01	gam	gam	pw_209_7	free-form-provenance-label	tag-not-a-sense-path	2-0666	2-p0333	2	ai_translated	None	сегментация под вопросом
